Star Rating,Nature of Rating,Review Comment
4-star,1,"i have been to my fair share of 24 hour fitness locations around the country and this is on the upper side of them. what's great about this particular location is that the clientele isn't uppity and this isn't a social scene (ahem la fitness). people come here to work hard and get it done. it's a clean facility and very no nonsense. you won;t find tv screen on each cardio machine here but everything works well. the group classes are great just get there early enough to sign up and get a bright orange or pink slip to secure your place. i would recommend the body pump class on thursday evenings...the instructor is fantastic at keeping you moving and keeping the class fun while being so nice. the trainers here are really helpful and constantly offering small tips to help you with your workout such as: you will get better movement if you push your seat back a little or push your elbows in a little closer, etc. or a simple how's your workout going today?i appreciate it because sometimes i have no clue what i'm doing and i'm glad that the employees are friendly enough to stop by and help out. i did a personal training session with adrian and i must say, if you are looking for a great workout from a very motivational trainer, you should sign up to see adrian today. he definitely understands fitness and is constantly encouraging and helpful."
5-star,1,"i've been to many, many gyms and this is by far my favorite one ever. it's not the biggest gym, and it's not the best, but it has the best trainers, plenty of equipment and the nicest people you'll ever meet! it's never overly crowded, plenty of parking, they let me park my bike inside when i ride it up there and i get super fit with my awesome trainer. what's not to love? mary, i think she's the manager, has the best sense of humor and is incredibly nice and very informed. she can answer all your questions. she also acts like she loves seeing me - ha! my fabulous trainer that beats any i've ever had, ryan, knows his stuff. i've worked out with trainers who pushed me and hurt me, but ryan never has. he pushes me, but safely. he's probably the most knowledgeable trainer i've ever had. he's also goofy and fun to train with. you really can't be that! this gym is above-par and i don't want to ever move because i love it so much! i hope i can work out here forever!"
3-star,0,"it appears you can't review each gym individually which is unfortunate. i would give the val vista location a 4 and arizona location 2 but i can't so...here's a 3 to combine them. the val vista location is clean, bright and the people are friendly. they have a good assortment of classes. 10:30 group classes are geared towards seniors. if you're not a senior but new to exercising or injured, this might be a good alternative. it'll get you moving but it's not too rigorous and everyone is very friendly. i tried the yoga class and although i completely suck at it, i wasn't made to feel uncomfortable. she offered several options for different levels. i made eye contact one time and she motioned on how i could improve my posture without calling me out. much appreciated! the 9:30 zumba class was really good. again, friendly trainer and classmates. i was happy to be in a class where everyone seemed real and not like they were all dressed for an audition for the next flash dance."
1-star,0,"beware! i believe it was back in 2007 when my best friend and i decided to get gym memberships at this 24 hour fitness. she signed up for the month-to-month option where they debit your monthly fee from your account. i was not comfortable with this and after severe pressure from one of the ""trainers"" (a.k.a. used car salesmen), i decided to pay ahead, in full, for a 3 year membership. it was a 3 year membership, end of story - this was not a continuous membership in any way, shape, or form. my friend and i usually went to the yoga classes but we did use the machines and pool/sauna as well. i decided to bring my mom along once and let her use one of my guest passes. it was then when things turned south. one of the ""trainers"" decided to try to talk us into getting personal trainer sessions and measure our bmi, total body fat, etc. tests. after going the rounds several times as to why we weren't interested (spending about an hour of our time there), we left the gym, having not signed up for these services. since i was already a member of the gym, this bozo unfortunately had my phone number and began calling me, non-stop. he called about every hour or so for a few days (i am not over exaggerating). it got to the point where my husband had to intervene and ask him to quit calling me. the next time i went back to the gym, this ""trainer"" glared at me the entire time. he watched me move from machine to machine. it made me incredibly uncomfortable. i actually considered asking for special permission to move my membership to another 24 hour fitness, even though my particular plan was only for their gym. the location happened to be convenient for me so i thought it would be better to just call and speak to the manager instead, so i did. i called and told the manager what was happening and let him know that i was uncomfortable to use the membership for which i had paid dearly. the manager apologized and assured me it wouldn't happen again. well, he apparently did speak to the ""trainer,"" (as he should have) because the trainer was even more angry when i returned. he still watched me and glared, only this time, he stood up and made it very deliberately obvious that he was trying to physically intimidate me. i had had enough. i was less than a year into my three year membership but i couldn't stand going there any longer. i finally quit showing up. i really should have asked for my money back, but they had explicitly told me that it was non-refundable. i was a very busy person and didn't have the time or energy to argue the situation so i just decided to cut my losses and move on. over two years later, my mom called me, telling me she had received something in the mail for me from 24 hour fitness. odd, i thought, because i have never lived with my mom in arizona, so how did they get that address for my name? furthermore, i had moved to the east coast. my mom was visiting me anyway so she brought the envelope with her. i opened it up and it basically said that my membership was up and i needed to call them. confused, i called and explained that i had paid for a 3 year membership (and that was all). i said that i wasn't sure why they assumed that i should automatically be signed up again when i didn't opt for the continuing membership. i also mentioned that i hadn't been to their gym in almost 2 years. the lady on the phone was nice and gave me a confirmation number for my ""cancellation."" i told her that didn't make any sense because there was nothing to cancel, but whatever. about two weeks later, i began to get incessant phone calls from an unknown 800 number. i googled it to find people who were outraged - it was a collection agency for 24 hour fitness. seriously, wtf?? like i said, this was a 3 year, non-continuous membership. nevertheless, i still called them and received a cancellation number indicating that i would no longer be using their gym! add to all of this the harassment and physical intimidation that i had to endure by their trainer and i was livid! i contacted the gym and let them have it. i told them that they had sent me to collections for no reason and that their staff had harassed/intimidated me and i demanded that they remove me from collections, as there was nothing to collect! i explained that my husband and i always have attorneys on retainer (this is true) and if they did not act immediately, we'd be suing. that day, they removed me from collections. i did check my credit report a while later and thankfully, there were no adverse marks from this incident on it. a few weeks later, a former coworker of mine told me that he had just been wrongfully sent to collections by the same gym. seriously, stay away. i will never have another gym membership again. i refuse to be scammed. i would rather invest that money in my own workout equipment. thanks a lot for robbing me blind, 24 hour fitness!!!"
4-star,1,"i've been coming to this gym for what feels like foreverrrrrrr! lol. it has to be maybe 6 years now. =) it's not one of those glamorous gyms like lifetime fitness or la fitness but it has everything i need in a gym and i love it. plus it doesn't cost a fortune for a membership either. but then again i signed up for one 6 years ago. it has all of your basic necessities and everyone is super friendly. i actually hate going to the gym. lol. but force myself to do so because a 6 pack abs do not just magically appear out of nowhere and neither does a toned body. lol. this location is actually a little bit farther from my house but i like how the machines are set up and how friendly everyone is so it's worth the drive for me. my only negative to this gym is they keep increasing my monthly payment. they tack on a few cents once every few months. i think they make it a small amount so you don't notice it as much but i definitely see it! i started at $18 a month 6 years ago, and now i am at $21 a month. lol. so if you just need your basic daily gym without the works at a good reasonable price, then check it out folks. =)"
2-star,0,the manager is useless. machines are broken and never repaired for long periods of time. the only advantage to joining this club is for the hours!!
3-star,0,decent place. it's just so dark in there like a dungeon. i'm not sure if there trying to save money by not turning lights on but it's hard to get a good workout and have good energy in dim light. other than that it's pretty good.
4-star,1,i have been attending this gym now for over a year. it certainly is a no frills gym and it simply works. the staff are polite and friendly. the monthly rates are reasonable in comparison to other gyms. the child center is great. the only reason why they not get 5 stars is that they need some new flat screen tv that do not reflect!
3-star,0,"i am commenting on the class schedules and the service i received at this gym. coming from california, i felt like the gym i went to in sf had more flexible class times that worked with my schedule. since i work the typical 9-6 days monday-friday, it is hard to find time to attend the group x classes. i am a big fan of these exercise classes. i told myself before i would never do them but once i did, i got hooked! i haven't had the opportunity to cycle at this particular location because it is packed/booked on saturdays morning but i have done bodypump with corinne here. i like the bodypump class. it is your typical bodypump class with the similar layout. corinne is very energetic and positive. i am a little surprised that all the 24 hours gym in arizona do not have towel service. also, the machines are decent but they are a little old. the trendmills do their job but sometimes they scare me because they seem more squeaky than they should be. the fan on a few of them don't work. also, it seems really warm in this location in the cardio section for some reason. also, i noticed a weird odd smell when i first walk in the door. it's like a moldy, wet, chlorine smell... yuck! bleh."
4-star,1,"i like this gym. it's close by, it's open at ridiculous hours when one should be sleeping, but for some reason i want to be swimming or ""playing"" basketball (usually that consists of me missing the shot and running around the court chasing the ball, but at least it's 2:00am in the morning and no one else is around!!) and it's not fancy schmancy so i don't have to try too hard. ha. i've found it to be pretty clean, and i like the front desk staff. i've only tried one of the group zumba classes because my friend was into it, but it's not really my thing. but i hear that the classes are well-attended, so if you like the group exercise dynamic they're probably good."
1-star,0,"pros: clean / few darned good trainers. cons: dark inside, staff changes frequently and personalities are just ok. equipment is outdated and only the pads have ever been updated. my spouse and i had been members on and off for 8 years and mostly returned for the location factor. recent cancellation attempts were nearly impossible. each time my husband made the drive back there to cancel, he was told a manager must be present to cancel a membership - how terribly inconvenient and unnecessary. the third and final time, i went with him to cancel. we were told the manager is once again, not there, which the day before we were told she would be there. ""cammeron"" took our information, had my husband sign a piece of paper with his login information, but nothing to show cancellation. i requested said documentation but was told the information would have to be forwarded to the manager and that she would be in the next day 9-5. i called the the following day at 12:51pm and guess what?? no manager, again. however, a very competent sounding employee (shocker) named gabby was very helpful and said the account showed to be canceled and no further dues would be debited...we shall see. it should be noted that we tried four times by phone to the toll-free membership services department for 24-hour fitness, who outsources their call center -- very frustrating. this problem was much worse the last time we tried to cancel and our dues were taken out three more months than we were told and we had to badger the former manager for our refund. oddly enough, our address was current with the club location, but the corporate office sent a check to an old address, and they were supposed to credit our bank account. don't waste your time. try another gym. in fact, if you are close enough to go to planet fitness at arizona ave/loop 202 santan...go!!! no waiting for equipment, no grumpy aqua ladies that drag water all over the locker room like at 24 hour fitness, no annoying zumba class attendants clogging the walkways, no childcare...simple, clean and friendly."
2-star,0,"i joined 2 weeks ago. im not impressed with this gym for several reasons.. the first week there was no paper towels in the womens bathroom for 3 days. the pool is over chlorinated, and there is (still) a dark brown scum ring all around pool tile. some of the ""regular"" elderly ladies are rude. they make comments and glare when they get splashed, and ask you to move over beacause that is ""their spot"". the overall gym cleanliness and experinence is meh. on a good note, i will say the pool instuctors are very nice, and i feel i get a good work out. val, is awesome! i will stay here because is it's close, and i'm determined to get in shape!"
3-star,0,"maybe it's just because it was my first time there (don't live in the area), but this place gave off weird vibes to me. the atmosphere reminds me of a cave and some of the weight equipment looks like it's from the '80s. overall, i like the mesa riverview and the mckellips/power locations better but this is still do-able and should have everything you need."
4-star,1,"this place was my mainstay up until march of this year. i don't know what the heck happened, but it was like everyone started going there in january in the evening, and i felt crowded out. mind you, nobody individually crowded me out! everybody was always super friendly, and i was always able to find a treadmill there. (i think i am a bit socialphobic!!) the staff there is awesome, i will always miss them! they are the best front desk gym people i know, and were always helpful, and went above and beyond to help me feel comfortable there. value wise, if you are going to pick a gym, this is the best i could find, and it is very reasonable for everything they offer. i could come here 6 nights a week, and they never made me feel like i was spending too much time in the gym. (i need it!) which i have gotten in other gyms before. the locker rooms were always clean. i really appreciated that. the jacuzzi had a weird dark yellowish tinge that looked gross, and made the place look dirty in the pool area.i never used that, i don't do yellow water eeewwwww! staff were aware of it, and i am sure they would have done something about it if they could have. why the yellow water in the jacuzzi 24 hr fitness? i promise i will come back if you fix that problem! it's super gross! ok, but other than that- if that yellow jacuzzi were missing, i'd give it 5 star."
2-star,0,"well, i'll start with the good things. the staff seems pretty nice, and the class instructors are pretty nice. (one of the instructors is a little weird though - i think she teaches piyo and spin, but at least she's somewhat entertaining). i've belonged to a couple gyms, including a 24 hour fitness super sport in oregon (now that place was super nice). this place is...just... well... eh... actually most of the 24 hour fitness locations in the valley are just ok. they're small, crowdy, sometimes really humid and hot for some reason, and the classes are crowded and offered only at really limited times. some of the zumba classes you have to get to over 30 minutes early, and then get a number and wait in line just to get in. what a waste of my evening! also, you'll never find a class that starts later than 6:30pm, they just don't seem to have those, and seeing how i work 25 mins away and rarely get out before 6, it makes it very difficult to make any of their classes. especially since (as mentioned earlier) some of them you have to get to super early just to get in! so, needless to say, i'm stuck for another year because i did the 2 year prepaid membership from costco (at least it works out to only 12$ per month), but after my membership is up i'll be going elsewhere. it's worth a little more to me for a nicer place and better class offerings. in the meantime, i'll just continue complaining to everyone who listens, and do my best working out on my own using their fitness equipment."
4-star,1,what i like about 24 hour fitness is the monthly membership is very reasonable. if you go in the early morning it's easy to get on the machines. it not fancy and i feel like i can go 'as is' ~ no one notices you. it is not a pick-up place . . . it just a nice clean place for people to exercise . . . and as a 'mature' woman i don't feel intimated. the only thing i don't care for is that they have a very limited selection of classes and times . . . and the classes they do have are to packed. i am happy they are in business. blessings to them. : ) kc
4-star,1,"finally a good gym by my parent's house that i can raid on vacation. i was very wary at first when they told me i would have to pay 10 bucks a day for the week, but after a nice persistance i was abe to get a better deal. nice equipment, not too crowded in the middle of the day, a little bit of a dirty gritty feeling after manhandling the weights but not as bad as bally's; big open space with plenty of light, lots of machines. wish they had these in chicago!"
3-star,0,"they offer lots of great deals including a 24-day guest pass. it tends to get pretty busy, so you might want to go in there on off hours. otherwise, i like this place. they just need to get more machines so i dont have to go at 8 at night or 3 in the morning to get a machine."
2-star,0,"i am bringing down my rating to 2 stars. yes, i did get a good deal on my gym membership at 24 hr but the fitness classes are way too packed and overcrowded! i took dance class on saturday and it was packed with about 50-60 ladies. it was so difficult to hear the instructor and she did not give very much instruction's on how to do the dance moves correctly. i was so disappointed. i will not be renewing my membership after it expires. until my membership expires i will stick to the treadmills, circuit training. i will continue to take my fitness classes (yoga, dance/zumba kickboxing) elsewhere, even though it's a little extra money."
1-star,0,"stay away. i joined the gym in 2013. it was convenient. i didn't use much in the way of different equipment, but it served it's purpose. cleaning is a real problem. they had black stuff growing in the showers. i reported it. the manager stated he had reported it to corporate and there was nothing else he could do. it still took a few weeks to get something done after i sent pictures to corporate. machines are not maintained. there are machines that literally have not worked properly for over 3 years. they stated they could not get parts anymore. i was in contact with corporate repeatedly. they finally stated they would reset my dues to what i started at. it seemed like there was some improvement in the cleaning. i checked my credit card statement one month and the dues were rolled back. several months later, i checked my statement again and the dues had been raised after that one month. they lied about rolling back the dues. the manager apologized that the corporate representative wasn't clearer about the rollback of the dues but there was nothing that could be done. obviously, they lied and hoped i would not check my statements. i liked the gym because it was convenient for me, but will not continue to patronize a business after they lie and cheat me on the dues."
2-star,0,"disclaimer: i've been a member since 2013 and this review is for a visit i recently took to this gym after being away using my apartment gym for a while. i also called and took a guest with me for their free 3 day pass. this review focuses on 3day passes for your guests, and my guests initial reaction. location: i only come to this location because a long time ago the henderson one closed down. it's a bit out of the way for someone who lived over by wagonwheel. now i live over by russell and it's about 12 minutes away. it's in an easy to access spot in a nice area. parking: ample amounts and fairly safe, so no need to worry! entrance: same as the other gyms, you go in an sign in at the front counter. luckily, there were 3 people in front to help us with my guests 3day pass, 1 in which i believe i spoke with on the phone to make sure there there was a 3 day pass for new people trying the place out. pros: -they have all you need with multiple of each. -the layout is different with a lower level and raised 2nd level. (no, they're not directly under/over each other) which is cool! classes/personal training/etc. cons: - not sure if it was just today, but it seems to be...cleanish, until you're on them, and then you see they're filthy. (ellipticals were so dirty on the bottom with grime that i could see, squeaked loudly, and were hard to use. could make someone self conscious with all that noise) -treadmills made the loudest noise when trying to use that i could hear myself and wanted to stop running. luckily the other one i went on was okay afterwards. please check these more often. -was hard finding certain machines because i wasn't sure what was up above or below, etc. (she gave my guest a horrible tour) (but i'm sure i'd be fine after going there a couple more times) -price for new members is much higher here than at other local joints. (but they do have discounts! depending on company of being added on, etc) ****overbearing sales people. (as soon as we got in and signed him up to try the gym for 3 days, we were directed to a sales lady whose name i will keep anonymous. she gave us a tour that did not let my guest see much, barely gave info about the gym, and then introduced us to her boss and sat us down. not a good tactic. please let people actually use the gym before trying to sell a membership. also, please get more informed about other gyms in the area and tell me why this one is any better. i was a sales person for 4 years...i get it, but if you're going to do it-which is already horrible at a gym that could easily sell itself if it's that great- know your stuff and do better than ""it's cheaper with this discount we've got because you're blah blah blah"" overall... my guest will not be getting a membership and i am thinking about cancelling mine. or we will just go to the farther locations. although there were many, the other gym he goes to is much cleaner and the people leave you alone. you didn't give him time to even see or use the gym. you also, as a sales tactic, said we had a 1 day use pass, which i argued was incorrect. i am not okay with dishonesty & needing overbearing sales people to get people to stay or create memberships. if i stay, i hope they will clean up the place and work on their sales people. luckily i can just walk by them after entering, but i won't be referring them or bringing guests."
1-star,0,"be very careful in dealing with this health club chain, 24 hour fitness. i formerly was a member but when they increased the monthly cost at the same time they closed down the location near me i decided to cancel my membership. but then over the phone some very-rehearsed clerk sweet-talked me into ""freezing"" it instead, which meant that although my monthly charge ended, suddenly months later their substantial yearly fee appeared on my credit card statement. when i called to ask it be removed since i had stopped coming months earlier, yet another smooth-talking customer-service person got belligerent and told me ""tough sh*t too bad, read the fine print"". unbelievable. as far as i am concerned they stole this money under false pretenses. it is devious practices like this that really chap my a$$ about underhanded american businesses. 24 hour fitness got plenty of money from me during the two-year tenure of my membership but still they dishonestly felt they could get away with grabbing my wallet one last time."
4-star,1,"old school gym with huge machine floor and free weight area. yeah, the cardio machines are ancient but it gives it charm. couple that with the 80s pastel colors and ekg markings on the wall and you're set! oh, and i love that the ladies' room has a hundred toilets! no more waiting!!!"
5-star,1,i love this gym. never packed like the other 24s even during peak hours. i usually have the whole place to myself late at night and it's so awesome! three big rooms of machines and weight equipment. definitely my favorite 24 in henderson/vegas area!
1-star,0,24 hour fitness has the worst customer service. i am a single mom that just lost her job and i had called them to cancel my membership that i had only had for 2 months and gave me a 800 number to call. i called the nimber and she said that she could pause my membership for 3 months and that i wouldnt be charged anything a month later i get charged a annual fee. i called them back and they said that they could not refund me my money that it was a non refundable annual fee. they did not try whats so everto fix it. they will tell you anything to get your money.
5-star,1,"i signed up for a membership last week. d helped me get all signed up, he's the best! i didn't know what i was doing except that i had intended to get a gym membership and he explained everything to me of what they offer, the classes that are included, the different locations, he covered every question and wonder i had. he was so awesome and welcoming, for that i thank him for his kindness and great customer service. give that man a raise! lol since then, i've been enjoying the u-jam classes and my daily work outs. even better that this is down the street from my house too! :)"
5-star,1,this gym is amazing. i can't believe it's averaging 3 and a half stars on yelp. especially for an active gym. it's big. it has twice as much stuff than other 24 hour gyms. if others have one of something they have two. if others have two they have four. the gym lay out is different but nice. they had things i never saw at other 24 hour fitness. like a treadmill rock climbing wall. the gym is old but very well kept. i like the old equipment better than what they put in the newer gyms. they even still have steal plates. i haven't seen a gym with steal plates in a very long time. they had a lot of ten pounders with rubber. guess the tens were getting stolen. this is a great gym that's not too far from the strip and is better than the one near fremont street. over all this is a great gym. they could give it a paint job and new tile too make it look new and updated.
1-star,0,"i came to this gym as a one-time guest since i live in los angeles. although i told the manager several times i don't live in nevada (even showed my california id) to sign in, he still stayed on my ass about signing up. even if i did leave in nevada, i wouldn't for the life of me, join this gym. it felt very untaken care of and neglected because all the equipment was dated, rusting and unlubed causing unsmooth pushing and pulling of tension with the machines. the treadmill could barely hold my weight, i was 260 lbs at the time. the ellipticals felt like they were going to fall off the tracks. for weeks after that one visit on that one weekend i was visiting vegas for a wedding, i was getting calls constantly asking me to talk about signing up. not only was my phone number from orlando florida and my address from los angeles, they didn't want to give up. eventually, they stopped bothering me..."
1-star,0,this location needs to be temporarily or permanently closed down. i went to this location because of yelpers good reviews and boy it was disappointing and disgusting. next to the bench press area i notice a hugh globe of mold up in the ceilings it was yellow and kinda brown so i immediately took off. it's sad to see 24 hour fitness demising throughout the years no matter it's in ca or nv.
1-star,0,"i'm updating my review due to the fact that for the last few months i been attending, i've noticed this gym is falling apart. all the equipments are very old and not functioning correctly along with the facade of the interior as well. the gym employees here, not all but i would say half have no customer service skills. the music itself is boring, always playing old classic rock and hick music. thank god for headphones and mp3 players or else there is just simply no motivation from the depressing music that is always playing. mentioned it to the staff before, but unfortunately they don't seem to care. i've been a member for 20 years now, and this is one of the worst 24 i've been to. it needs a total face lift and more qualified staff."
2-star,0,"i'm a longtime member of 24 hour fitness, so i thought i'd give this location a try since i had some errands to run close by. at a glance, this gym would have been almost perfect except for 3 things: the first thing i noticed when going into the men's locker room was one urinal was out of order (no biggie). i used the urinal next to it, and it damn near overflowed and almost got piss all over my shoes after flushing it. second issue was that some of the equipment i wanted to use were missing quick links and the pins for the cable machines. i had just finished using free weights, so i was still pumped up and ready to finish my routine with the cable machines. however, my adrenaline began to fade quickly because most of the cable machines in that area were missing the damn quick links and pins. i think i spent almost 5 minutes searching that area for the links to attach the bars/d-handles. the final issue i had were the treadmills. 3 treadmills i attempted to use stop working after about 20 seconds. their treadmills looked and operated like hand-me-down treadmills from one of those casino/hotel liquidations. i was very disappointed that i didn't get to my cardio. even one of the staff members told me they get complaints about the treadmills after bringing it to their attention. although the staff members were friendly, i doubt i will return to this location if the issues at hand aren't corrected."
4-star,1,"this was my gym home when i moved to vegas in 2005 and lived in the southwest. this visit was my first time back in at least eight years! it really hasn't changed at all. the decor actually reminded me of the 24 i signed up at back in the 90s. this is an active gym so no frills of the sports or super sports. just classes, cardio equipment and weights. they do have a rock climbing wall(machine) which used to be a staple in most 24s but not so much anymore. the cardio equipment is also older so don't expect a personal tv to be attached. on the plus side because it hasn't been renovated yet the weight area is more old school, spacious and user friendly. overall, the gym is clean, staff is friendly and i didn't notice any out of order signs"
4-star,1,gym is big and always empty. no swimming pool. but because it's empty you can almost always use multiple machines at the same time
2-star,0,"the good: gym is clean nice range of classes never busy nice range of machines and a lot of them not a lot steroid freaks the bad: equipment is very old a lot of equipment is broken, i've told the staff many times over the last few months, it never gets fixed tv's only work with an fm tuner radio, no way to plug headphones in, can't find an app that works with a phone to hear them a lot of the displays on the treadmills no longer work, can't see how fast you are going or level of incline"
5-star,1,"this location gets 5 stars for all their 'retro' equipment! equipment i haven't seen in a years! its a nice gym, not very crowded if you like to workout in the afternoon. found lots of different machines to have fun on. there are 3 different workout rooms with a variety of machines, cardio and yes the rock climbing wall(i will attempt that one of these days). great workout and i will be back for sure!"
5-star,1,so much betterthan lvac much cleaner and more people who would rather just work out. not a meat market. staff and trainers are great. this is the main one i go to but the decature one is just as good.
1-star,0,"they nearly doubled the price while i had been seeing the same broken equipment go un-repaired for weeks. unbelievable. did not review my membership for this year, would rather deal with the headache of changing gyms."
4-star,1,"been going for the last year and a half or so and this is my favorite 24 hour fitness in vegas, mainly because even during rush hours, it's nowhere near as busy as the 24 hour fitness on trop/decatur or the gold's gym on stephanie/215 or even the unlv gym. but i'm just antisocial when i work out so the less people, the better lol. that's mainly why i go late night when there's max 3 people. i think i've only had to wait on a machine one time. they offer lots of classes and i like that the weights are all together in one section and the cardio machines on the other side. also for some reason, i've noticed less space wasters here, you know, those people that sit on a machine and text for 15 minutes lol so that's always good . minus one star just because the machines are a little dated and it's a smaller location but overall still gets the job done :)"
5-star,1,love this 24. open space. not a lot of people. not a lot of creeping looking ass people. i always get a good workout here.
