Star Rating,Nature of Rating,Review Comment
1-star,0,"came in yesterday september 13th for a oil change on my 2007 audi. today, september 14th i got to the car wash and the attendants tell me my front underbody came off. they pulled it out and told me who ever was underneath lost my screws and just tucked the thing into my front bumper. i am happy this didn't happen on the freeway."
1-star,0,this cannot be trusted bad service....iwent to get my oil change early ithink b4 9am ok so itold ineed oil done and ask for aquote 60 thousand mile tune up he come up 400 plus dollorrs isaid really ithink dealer is a 30 dollors less than that irather go there anyways so ill think bout it just oil change for now...ok so igo after 1 hour igo back 2 guys chatting by the fron desk igo is the car done he said yes sir ready to go ok im about to pay then he ask other guy why theres blank millleage on paoer works thats were ifound out that he said nobody done the car and he was about to do it isaid never mind im gonna be late for work...no buisness and talking doing nothing couldnt even do 1 oil change..wow what a service im.loyal customer i go here for everything but idoubt im comming back......so aneweiz the next day igo across the street firestone service is great and guess what my 60 mile tune uo 148 ahahhaha wow and werd talking firestone never go to tbis aa auto they are liars and no sevice... if ixan do no stars here iwould...
5-star,1,"napa autocare center located at 6765 w flamingo rd. is the absolute best! having just failed my smog inspection, i knew i needed professionals. i had received a ""grand opening"" flyer in the mail, so i drove over immediately. i was damned lucky to find this new auto care location. i was met at the counter by byron and ernie, who extended professionalism and courtesy while explaining what i needed to pass smog inspection. their tech, rob performed the needed repairs quickly and expertly, and then informed me on exactly what he'd done to my vehicle. the smog check tech, chris was equally informative, helpful, and professional. they even gave me a discount for being an air force veteran...how cool (and unusual) is that?!! finally, i've found the best place in las vegas to take care of my annual smog check, as well as oil changes and tires. they will be my number one recommendation to anyone needing expert auto care at a reasonable price! many thanks to byron, ernie, rob, and chris - you guys are the best!"
1-star,0,"took my car for a simple brake shoes change. everything was perfectly fine, but after they changed it, the abs and traction control light was on. and they never adjusted the e-brake, so it had no grip. i went back to the shop to complain, they said they will adjust the e-brake, but they will not take responsibility for the traction control light, since they said it was just a total ""coincidence"" that it 'just happened to activate' after they changed the brake shoes. yeah.. total ""coincidence."" i obviously felt the bs so i went back to the shop for a 3rd time and had it checked via obd2. it turns out, it was the rear wheel abs speed sensor. which just happens to be 2 inches from the brakes. the manager still wouldn't accept fault. he kept saying it was a total coincidence, and that they never touched the sensor, which just happens to be at the back of the brakes... that they changed. that it was just a ""total coincidence"" that the sensor broke 'coincidentally' after theyve replaced the shoes. i've got no more energy left to go back there a 4th time and get stuffed with bs after bs excuses. for $160, i thought i was getting a professional service. i will eat the cost of the new sensor and change it myself. lesson learned. never again."
5-star,1,these guys know how to do it right. up on the lift under five minutes. i knew i had a leak (probably just a pan gasket) and they brought it to my attention. no sales pressure at all. great price also.
5-star,1,"came in for a smog... waited for a bit for when it was my turn they told me i had to wait for about 15-20 more mins because they needed to go get something for the smog machine. who i assume is the manager noticed i had been waiting for a while now came up to me to tell me he was going to take care of the smog for me. when they do something w/o you asking, that's what i call great customer service. if i ever need to i will come back here"
5-star,1,stopped in today after going to discount tire twice with a tire that i was told could not be patched up. my roommate suggested that i go to my mechanic of course aa auto care and they patched up the tire no problem it works great thank you
1-star,0,"warning!!! do not use this company for any purpose!!! aa auto care - previously purrfect auto - name changed i would guess because of poor service, bad reviews and horrible management to name but a few things that i have experienced. now aa auto care. well nothing changed but the name and a few of the employees (including some management). in all due respect, the workers there were friendly. even the owner, who i talked to several times about my issues gave me the impression he wanted to do the right thing by me - yet the management wouldn't. this leads me to believe it was all lip service! it is important that you know... this business under both names lied to me, to date fail to follow up and satisfy the work i overpaid for even under warrantee they refuse to do the proper work. explain: i negotiated to have a rebuilt motor put in my car. they quoted me one price and charged me over $700 more. out of desperation and the fact that without consulting me first they put the engine they claimed was rebuilt in the car. this took months to fulfil so i was very ready and in need of my car. it only gets worse.... during the subsequent year i have fought with aa auto et al about this issue, the car has never operated properly, has all kinds of new issues, i've discovered that the engine is a used engine with many miles on it, leaks oil, has a bad noise, also discovered that my original transmission was stolen and replaced with one from u pull it (still has the markings on it from that business). also during one of the many times they held my car for weeks on end, my tool box with tools that were given to me by my dad who is now dead was stolen from my car. after much patience on my part and mere lip service and poor workmanship on theirs, the car still does not run and they have refused to honor the warranty yet told me i was ""too demanding"" when i wanted the car to run properly. i was event threatened by the man who i was told was there to 'handle complaints.' he basically attempted to get me to fight him at one of their locations on craig road. yes, i have witnesses... this is the most frustrating of all things! i don't know what to do other than to contact an attorney (which i am in the process of giving all the paperwork and records i've keep) and now to write a warning to anyone who is thinking about doing work with this company. warning i have personally witnessed aa auto sell services that were not needed to people who came in while i was waiting there. i heard the conversations before and after such sales and it is pure thievery what they do. in conclusion: horrible workmanship, theft of parts and personal items, failure to honor warranty, and threats of physical harm when confronting them about what they promised they would do!"
4-star,1,stopped in today for an estimate for replacing sensors - estimate is approximately 743 - nathan was very knowledgeable and friendly - i hope the reviews that were negative are not true and that i am not going to be ripped off because i am a woman - i hope they are honest
1-star,0,"this place was great when it was puurfect auto, but now this place is nothing but a ripoff. don't come in here thinking your going to just get what you want repaired and that's it. i went to discount tires because i recently got my tires replaced there and was hearing a noise thinking maybe a tire is loose, but they show me that the tire is literally wiggling with just moving it with their hands. they tell me that my hub bearing is loose, to go back to your mechanic since i got my hub bearing recently replaced again in the beginning of the year, so clearly the work wasn't done right. take it to aa auto and explain the problem, instead of even putting on the rack he takes the opinion from the mechanic that supposedly replaced it right. with the mechanics opinion he comes back saying the car needs to be diagnosed instead of just checking out what is asked. i understood that my hub bearing was not in warranty but they could of atleast of checked it out without all the extra fees they wanted to add. do not take your car here, you won't walk out with a simple fix. they always try to add stuff to fix even on oil changes but i have gotten second opinions and what they say is wrong is just fine. aa auto care don't contact me and harass me, my business with you is done. i will be going to puurfect auto on fort apache for an honest work."
1-star,0,"ladies and gentlemen beware. mainly my ladies out there!! crooks. dirty crooks. they tried to charge me $1600 for a ""brand new"" power steering pump, knowing that i was desperate. they told me they found a used after market part, everything plus labor would come out to around $950. sounded good to me, as i do not know sh*t about cars, hence these crooks could sense that. my boyfriend felt something was wrong with the price and asked me to call the mazda dealership and to google the part. when i googled the exact part, online its only $356. mazda dealership said the part brand new with warranty was $750. archie why would you lie to me over the phone and tell me the part brand new from dealership was 2x that? thats so wrong man. you're a crook for that. honesty and fairness are not in these crooks vocabulary. george and archie appear to be nice and very knowledgeable but do not let that fool you. these guys are very pushy and relentless. the shop is too thirsty for your hard earned pennies. wolves in sheeps clothing. this auto shop preys on women. they salivate when females walk through the door because all they see is $$$ signs. sad world. sorry people. ps. later that evening i received a text from one of the crooks and they apologized for the situation and they stated they had spoke to their supervisor and they would fix my power steering pump for $500 out the door part and labor. interesting when the first price i was quoted was 3x that amount. psh they can save that for the birds. shady business y'all, check your gut, check your sources before resorting to these hooligans."
5-star,1,the customer service guy george is amazing. very impressed with the pricing i recommend this place 100% and being a female we all think we are easy targets to being ripped off this place really does care.... my bmw 650i is back on the road no more oil leaks and shaking i'm back on the roads safely. thank you aa auto team
5-star,1,"this location has one of the best service i have seen. was treated with great respect. i was expecting to pay over $90.00 for my full syn oil but came to find out it was on sale for $49.99,... amazing. thanks aa auto"
1-star,0,"took car for oil change. i let them know that i had my car serviced some place else before that did a poor job, and that i ran a full service station years ago. they bragged that they would check car to see if it needed anything else. they said it needed fuel injectors cleaned and 120,000 mile maintence. i had injectors cleaned about 9 months ago and my car only has 101500 miles on it, so it does not need those items done anytime soon.. i knew i needed windsheild wipers, but they never mentioned them. my power steering pump also has a slow leak (need to add fluid every 5 to 6 months), and they did not mention that either. the leak on it can be seen right beside the cap for filling the oil, so i dont know how they missed telling me it wawas leaking. also their oil change coupon mentions that it includes free tire rotation, which the car needed, but they did not do it. it also mentions that they will top off fluids, which the car needed power steering fluid, but they did not do.they do not do what is advertised or what they say. i wil not go back there and will be sure to let everyone who is looking for car repair to stay away. surprisingly the oil was changed, but dont know about the filter. i just hope they put the correct oil in my type of car. found oil on radiator resevior and cap, have no idea why, since the oil fill cap is on opposite side of engine compartment. i also found one of their red shop rags under the hood. my mileage indicator had also been reset, which irritates me also, since i use it to keep track of miles between fillups and there was no reason for them to mess with it. my trunk was also unlocked by them, which makes me wonder if they were looking for something in there. or maybe they didnt know where the engine was in a bmw. stay away from this place, for your own peace of mind. only thing i can say good about them, is that they are friendly. i hope all the people that give them rave reviews double check the work these guys did."
5-star,1,"this is one of the best services i've ever received. good pricing too! all the employees were really helpful and they clearly explained the issue with my mustang. i'd recommend them to anyone looking for fast, reliable, and caring service."
5-star,1,"prior to my visit to sun auto service, i called several auto repair shops for a quote on work to be done. quotes ranged as high as $495. sun auto service came in at $170 and their work fixed the problem. store manager wes russell knows how to provide good service to his customers and is a real credit to the store. no frills just professional service at an honest price. good coffee, tv and reading material or you can walk next door to trader joes for a snack."
5-star,1,very friendly and knowledgeable mechanics. they worked with me and helped me out. they went out of their way to make me a satisfied customer. great work on my cars. thanks!
1-star,0,pushy to the point where the mechanic wouldn't listen when i told him no to the extra crap he wanted to do in addition to an oil change. i ended up accepting because i didn't want to spend any more time arguing with the guy. will never return. i've been to jiffy lubes more reputable than this place. edit: they also would not stop calling me to talk about the review i posted. avoid this place.
1-star,0,make sure you get copies of all your paperwork. get everything in writing. what they tell you at the washington location and what they do are very different. they do not honor their own warranty the district manager does not return phone calls. no accountability. if i could give a negative resting i would thank you fadi for your response. but i continued to use the washington location and had a serious problem. when i tried to reach an area manager. i was either given the wrong number or never received a response. i had been a loyal customer for 6+ years. you have lost my business and recommendation
1-star,0,"so i bring my truck in and request a tune up... they hook up the diagnostics and it reads a misfire in cylinder 1.. the manager thomas looks under my hood and tells me it's the spider injector going bad, hes not even going to sell me a tune up because itll do no good and most places charge $800-$900 for the repair but he'll do it for $700... the next day i go in and explain i don't have $700 and this is an urgent issue. he seemed so friendly and willing to help, and i was naive. so he cuts me a ""deal!"" i bring the part and he'll replace it for $100. costing me $450. so i bring my truck in. when i pick it up, while driving home it became so much worse than before so i call and he says to bring it in... after inspecting the truck he claims it was a defective part, he says he should be charging me the extra labor but doesnt.. the next day i pick my truck up again, and he tells me somehow they allowed fuel to cross into my oil and i need an immediate oil change.. (mind you they just changed my oil less than two weeks prior) so on my way home... yet again.. my truck starts up with the same problems that prompted me to take it in... so i get another oil change... still no improvement with my vehicle!! so i take it upon myself to watch some you tube videos on how to do a tune up myself... and guess what... $98 dollars and 2 hours later... i... me... myself who knows very little about vehicles... fixed my truck by doing what i asked this guy to do for me in the first place!!! and it runs like new!!! stay away from this shop... they seem friendly... clearly that's not the case... i will be reaching out to corporate and whoever else i need to about them!!!!"
2-star,0,"if you take your car here for an oil change or smog check, be prepared for them to try to pressure you into other repairs that will cost you at least a few hundred bucks. they spent 10 minutes trying to tell us we needed to change the transmission fluid right away (among other things) because it smelled burnt. guess what guys! the dealer replaced the transmission 1 month ago as part of a recall. nice try though. other than that, it took a little longer than i thought it would for an oil change. overall, probably will be our last time going here."
5-star,1,"wow !!!! what a pleasurable experience.coming from california i needed a good mechanic. i stopped by purrfect auto and had a couple things done to my hyundai. i can't say enough how the manager tomas treated me. he is one of the trustworthy, nicest, manager of a auto repair facility. his brother r.j. and ron was great as well. if you need a great auto shop that will treat you like family purrfect auto on washington street is the place to go!!!!!!"
1-star,0,i just received a very insincere call from toma's telling me his boss was upset about my review and he needed to offer me 100 dollar credit. i would never ever risk taking my car back to this shop and the tone of voice and words he chose still made it like he was mad at me. i'm sorry he got in trouble for not doing his job right but i will not be bought and will not take my car there again.
5-star,1,"thorough service, head mechanic let us know what needed to be fixed . awesome personality, willing to work for you and with you. i will be coming back on saturday for the rest of the work that needs to be done. purrfect auto service is exactly what it says ! . i finally found a mechanic to work on my car, that my husband and i can trust. thanks !"
5-star,1,"excellent customer service! they stayed open late for me for a $10 smog check. checked my tire pressure, too! i appreciate you guys!"
5-star,1,"first time i went in was for a smog check and had a coupon from the summerlin flyer! the lady at the front desk is very professional and maurice the manager did the smog test and wrote a few things i needed in the future... he also fixed my husband's bmw hoses and we will definitely be back to fix a few other things! they are great for women to come to and be assured you will be taken care of not taken advantage of... thanks maurice! p.s. they are hard to find so when you are looking at kmart they are to left where the ""garden center"" used to be!!!"
1-star,0,"this place rotated my tires. next time i was in for an oil change and tire rotation, they said they could not rotate the tires because of broken studs on 2 of the wheels. guess what? they broke them the last time, but how do you prove it. also said i needed new front brakes and struts all around. i decided to take my car to the dealership. they fixed the studs and i did not need front brake job or struts. the dealership might be more expensive but you also don't wait around for 4 hours. they drive you to and from home. worth the price to go to the dealership."
5-star,1,"this purrfect auto is top of the line with very honest mechanics. the manager was so truthful with me and even told me what work i did not need done when other establishments tried to sucker me out of more money for useless work. i've been coming here for a while and have never had an issue. one day i came in for an oil change during my lunch hour and in my work uniform. they were extremely busy so i was going to come back another day. the manager saw the uniform and new i only had a limited amount of time, he went ahead and expedited my oil change right away and i was in and out in record time. to me that is top notch customer service. great staff, great mechanics, great business."
5-star,1,great place to check out if you have any problems with the car. i drove from california to nevada for a social visit. i hit a tire piece on the highway. my car started started making noise in the undercarriage. they checked and removed the plastic strip within five minutes. how much? i asked. no charge. whoa!! great guys and gals to give me 5-star service even though i had never been there before. maurice was very professional and courteous. i would go there again if i need any auto service.
5-star,1,diagnosed and fixed a problem on my car for a couple hundred bucks that could have easily cost me way more and saved my wife $300 on work she didn't need done but her dealership had told her she did.
1-star,0,"do not go here!!!, the ""repairs"" they did resulted in me bringing the suv back 3 times and ended up with them causing permeate damage to the engine rods, and banging now, they do not know what they are doing and will damage you car. this has been over a year of headaches in court and every thing else save your self the hassle and do not go there at all cost!!!."
1-star,0,"an age-old tale. a girl walks into a mechanic shop looking to get her oil changed while she goes across the street to yoga. she comes back and is met with a mechanic who goes through a laundry list of suggested replacements, transmission flushes...blah blah. ""i'll just stick with the oil change and consider the rest in the near future."" girl leaves and gets on summerlin parkway. within a few miles, her engine sounds like a locomotive and starts steaming. girl pulls to the side of the road, calls the mechanic shop and gets a guy to come to the rescue. ""follow me to the shop, and i'll take a look."" the diagnosis is a cracked radiator. funny. the radiator wasn't cracked when the girl arrived for her oil change. a cracked radiator isn't something that you can get by with - that just...slips through the cracks...(no pun...). girl calls her father, also a mechanic, who is not only candid, but eloquent in speech. ""i'll tell you what happened,"" he says, ""some fat mechanic leaned their overweight belly against your plastic radiator and it cracked. or clanked a tool against it because you're a girl who doesn't know anything about car repairs. fill the radiator with water, crack the lid, and get the hell out of there to a new repair shop."""
1-star,0,"my worst ever experience with mechanics! do not take your car to purrfect auto! they will damage your car only to con you into letting them fix it! i only needed an oil change and tune up. they convinced hubby (not me, i protested and threw a tantrun) that they needed to charge my a/c and do some other crap or ""the engine might freeze up"" when the a/c was fine. guess what? the a/c hasn't worked since they touched it! they must be psychic because after they put their mojo on it the engine did indeed freeze up! voila! abra cadabra! imagine if you will how much fun it was to drive over a thousand miles w/o a/c! this problem continues to evolve do to their finesse and after thy violated me for $400 i've now had to pay someone to fix their screw up and my compressor is out now which will cost another $700-$900! joy! they told me i didn't need a tune up, then claimed they changed the oil and filled the fluids. when i got out on the road in the midst of a cross country road trip i discovered they didn't even do this right! they took parts off the car so it wouldn't operate correctly then tried to sell me the parts to fix it! too. angry. now. must. finish. later"
5-star,1,i get extreme anxiety when it comes to any type of work or check ups on my car. i had a list of errands to run for the day so decided to spot here to get my emissions test completed first. i showed up shortly before 8 am and there were already a few cars in line. 2 lanes were open and the lane i was in was shorter because my car is a 2000. and guess what? i passed! lol. the whole visit was about 15 minutes total. it was completely painless and the lady who helped me was very polite. i love this location and am grateful it is so close.
3-star,0,the manager (miguel or mike..not too sure) is a dick. he needs to shave.. he looks very very unprofessional. he kept thinking he was hot shit. boasting that he had bitches.. what a lame. but the staff is awesome. the waiver guys were really helpful. and the inspectors were nice. fast and accommodating.. thank you state of arizona!
5-star,1,"i arrived and there was no cars at all, awesome! and yes my car passed emissions! :) employees were so friendly i guess because i was making them laugh and they invited me to come back and hang out with them :-) don't have lemonade waiting for me :-)"
1-star,0,"different experience this time. ran over after work and forgot my wallet. was .50 short from glove box change, tough luck. come by the next night and the supervisor, was a guy this time, tells me car failed and i will need to have a bunch of work done. i asked was it not just a gas cap? this is a lexus with 30k although it's a 2005. took it to a shop who changed the gas cap and reset the error code. went back for testing and the same supervisor stopped what he was doing to come over to test me. he asked if i took it to a shop, he was very suspicious of me. tested it and was not happy it passed, kept trying like i was pulling something over on him. begrudgingly he handed me the passed certificate."
5-star,1,could not have asked for a better experience. in and out in 5 minutes for $17. can this place teach the dmv about customer service.
5-star,1,"what would make a emission testing station lose stars would be if it took forever or cost more than expected. this is a little off the beaten path, but located miles away from my work and i was able to get there in the morning and went right through. i would recommend using the website so you can see the wait times and plan accordingly."
4-star,1,"wait time for monday afternoon, 3:45pm, was 10min. the people were friendly and helpful enough. this is the only location i go to. would recommend this location."
5-star,1,easy in...easy out! folks were friendly and made the emissions process hassle free! plus it's an added bonus to know that this place was close to work! i'm gonna recommend all of the out of state folks who relocated with me to bring their cars here on their lunch breaks!
1-star,0,ha this place is a joke out of the thousand cars i have taken to emissions the one washington is trash compared to the rest don't come here the morons can barley find the obd link plug in obd express lane backed up 12-15 cars and they doing a single car at a time while other places do 2 cars at once in the express lane
4-star,1,"came here because i thought i needed an emissions test to register my car in az. the manager was extremely nice, informative and answered all my questions. long story short, i didn't need to get an emissions test."
5-star,1,"i just showed up at 335p on a monday w/2 cars ahead of me, & including testing- i was on my way 9 min later! the technician was friendly, efficient, & even took time to answer a couple questions. for something nobody likes having to do, it was painless. the most inconvenient part of the whole thing was the traffic on my way there :) ps- i think it's stupid that in az my 2009 vehicle w/28k miles on it needs to be tested every 2yrs at $20 a pop. but that's not this emissions center's fault...."
3-star,0,"the employees are nice, the process doesn't take long, and it's not a horrific wait most of the time. as an added bonus, if you fail, the people in the office are very helpful!"
5-star,1,"donna inside the lobby was the most helpful, sweetest, most genuine person i've ever worked with at the facility like that. she explained everything in a very clear way and was more than willing to help me so that i did not have to use my free test after my first emission failure. so glad i came across her!"
5-star,1,"this was strangely painless. you can check wait times online and see what you're in store for. the listed wait time was 14 minutes and i think i only really waited for 8 minutes. the employees are friendly, fast and efficient- which can't be easy because it's got to be a hard job. all in all- it was a very nice surprise. the test was quick and very nice service. well done!"
3-star,0,"first time visiting this facility. went there around 4pm on a thursday afternoon. only 1 lane open, lane 2 to be exact. there were about 4 cars in front of me. few minutes after i arrived there, they opened up lanes 1 & 3. i got lucky and was pointed to lane 1. fifth car in lane 2 and was the first car getting into lane 1. took about 10 minutes to get everything settle and out of the site. wished they would just open up all 3 lanes in the beginning so people wouldn't have to wait in line for long. the cost for the emission was $27.75 for 2 years. i believe that tucson residents get charged less. check the adeq site before you go so you can find out how long you will be waiting."
5-star,1,i was in and out in less than 15 minutes. it wasn't half the hassle i was imagining it to be (it was my first time). cost is $27 and some change for regular vehicles. there's a website that shows you up-to-date wait times for all the emission testing stations in the valley. pretty cool!
3-star,0,"let's face it... who wants to go to the emissions test center and wait in line? after all, it does add a task to renewing a car's registration. and who wants to deal with the dmv. oh, me, of course. alas, visiting the emissions test centers in az is something that us folks with 5+year old cars must do every couple of years. here is my take on this particular station in a quick and down and dirty review that should help you figure things out. #1. check the website to see what the wait time is. #2. read the signs posted above the bays before you instinctively decide to take the shorter line. sometimes, the longer line goes faster because it is for cars that are younger than 10 years old. read the signs first! #3. be prepared to get out of your car when you pull in to the bay. they need to get in your car to hook up the device that reads your car's computer. be prepared. have your card ready. #4. don't wait until the last minute! go before your expiration date, like on the 17th of the month or the 10th. i kicked this review down to #3 because the station at 16th street handled a bigger crowd more efficiently. let's face it, we just want to get the heck outta there and efficiency is much more important to me. the staff was still friendly and operated with fast precision. they know what they are doing."
4-star,1,it's an emissions testing station. my standards are pretty low. the wait was appropriate given the line i was in. i would have given it 5 stars if they had a line for vehicles that didn't need their exhaust hooked up to get tested ( vehicle computer testing) like mine.
4-star,1,"it is normally not like me to give a good rating on anything that is associated with the dmv but this is definitely an exception. they have a new tool that you can few current wait times at any emission location which makes going and scheduling time to do so, so much easier. i was able to run on my lunch break and i was in and out of there in less than 10 minutes. the current wait time when i left my job was 2 minutes and that was how long i waited to get my testing done. yay for something done correctly and in a organized manner with the dmv."
2-star,0,"i hesitate to be critical of anb but i want to alert other consumers. i used to go to los olivos hand car wash until they closed and decided to try anb since they are also a hand car wash. i believe they try very hard and are good people. however, i had a car wash of just the exterior and it took almost 2 hours. los olivos traditionally got those done in 30 minutes. also, this is not the first time they werevery slow. unfortunately, imo, anb needs more employees to allow for their volume of vehicles and the employees need better equipment to allow them to be more efficient. again, i think the people work hard but there just are not enough of them and they don't have the needed equipment like los olivos did."
5-star,1,"i fired my other hand wash three years ago and hadn't had my cars hand washed since then. they'd been through a pressure sprayer occasionally, but never a real wash until i found this place. they aren't fast. but they aren't expensive. and they're more than worth it. they made not just one but both of my vehicles look better than they had in years which wasn't easy and that was just on their basic wash option. my recommendation, go when it's busy and go next door to harvey's wineburger and get a beer and a burger while your car is expertly washed by hand. you won't be disappointed."
4-star,1,"4.5 stars **came in when they open to avoid waiting long pros: reasonable price for hand wash friendly staff i got dirt all over my car and it looks 99% sparkly after the wash inside looks clean they follow my request for no fragance and no armor on dashboarh just simple wipe cons: they did miss drying up under both sides of my rearview mirror and also on the back bumper, you see streaks of water all the way down. but it's a 5 mins fix for me and for the price and other things they do right, its so miniscule."
3-star,0,"it seems harder and harder to find carwashes that are not a ""do it yourself drive-through"". i went to anb to get a hand wash and have someone clean the interior while i sat my lazy ass inside the air conditioned waiting room. i have to preface this by saying i have a love hate relationship with carwashes. they never seem to do an adequate job, and yet i keep returning because i dislike having to clean my own car. (especially in the arizona heat). anb was really slow, and i went in the morning on a monday, i can't imagine how long a weekend would have taken. they did an awesome job on the exterior, hand drying goes a long way. my only complaint is that it didn't look like they vacuumed the seats at all. they still had dog hair on them when the car was returned. perhaps the same amount of dog hair as when i brought the car in. not overwhelmingly so, but definitely noticeable. if i am paying 25 buckaroos for you to clean my car, and you take over an hour i would expect the sets to be vacuumed. i annoy myself with my whining on this subject, i really should wash it myself."
4-star,1,great service and staff!! i would highly recommend going on the weekdays.. i was there on wednesday.. they are less busy on those days and pay more attention to your car.. they are extremely busy on weekends and it's all hand wash. the team did pay attention to details
1-star,0,"the customer service is pretty non-existent and after 90 minutes of waiting...i came to find that they were just then pulling our car into the washing bay. i won't pretend to understand their ""system"" (assuming they have one?), but it's ridiculously inefficient and there is 0 sense of urgency. my husband is a fan of hand washes, but i have better things to do on a hot saturday morning than wait 2 hours for a car wash. if you have to hours to waste, feel free to do it here. your car will be clean. if you actually value your time? go somewhere else."
